creationDate|source|target
2018-02-02T12:50:38.717+00:00|978|8796093022810
2018-01-20T05:26:42.167+00:00|978|8796093022898
2018-01-06T07:39:24.356+00:00|978|13194139533818
2017-12-11T19:48:21.448+00:00|978|17592186044715
2017-12-14T06:51:49.350+00:00|978|17592186045047
2018-08-04T20:08:34.211+00:00|978|19791209299985
2018-04-21T20:46:24.740+00:00|978|21990232556175
2018-04-20T20:08:02.625+00:00|978|24189255811531
2018-06-28T12:51:40.503+00:00|6597069767087|26388279067278
2018-08-27T06:30:42.794+00:00|6597069767087|28587302323086
2018-08-13T00:04:41.112+00:00|13194139533711|15393162789233
2018-08-09T20:33:57.918+00:00|13194139533711|28587302323086
2018-02-12T08:05:22.768+00:00|13194139533818|15393162789623
2017-11-11T03:11:29.900+00:00|13194139533818|19791209300111
2018-02-11T03:16:20.872+00:00|13194139533818|21990232556183
2018-07-23T11:08:09.916+00:00|13194139533818|26388279066782
2018-07-09T11:15:05.078+00:00|13194139533818|26388279066966
2018-06-06T11:09:09.215+00:00|13194139533818|26388279067180
2018-07-02T01:52:41.521+00:00|13194139533818|26388279067278
2018-08-22T22:08:43.809+00:00|13194139533818|28587302323086
2018-05-12T23:42:41.261+00:00|10995116277876|10995116278456
2018-02-12T12:44:31.770+00:00|10995116277876|10995116278629
2018-06-01T03:32:30.418+00:00|10995116277876|13194139534202
2017-06-11T16:31:34.417+00:00|10995116277876|15393162789625
2018-06-11T20:54:55.829+00:00|10995116277876|17592186044897
2018-05-23T21:13:44.755+00:00|10995116277876|21990232556166
2018-07-29T16:39:38.299+00:00|10995116277876|21990232556348
2018-04-10T18:45:30.906+00:00|10995116277876|21990232556362
2018-08-22T08:55:13.725+00:00|10995116277876|28587302322762
2018-02-08T23:24:32.078+00:00|10995116278456|13194139534202
2017-12-14T21:01:59.488+00:00|10995116278456|17592186044425
2018-08-11T04:53:45.663+00:00|10995116278456|19791209300382
2018-02-17T08:05:56.451+00:00|10995116278456|19791209300442
2018-02-09T15:01:06.351+00:00|10995116278456|21990232555743
2018-08-28T15:42:14.250+00:00|10995116278456|21990232556183
2018-03-05T16:48:42.095+00:00|10995116278456|21990232556362
2018-05-09T02:41:40.328+00:00|10995116278456|26388279067476
2018-06-12T11:17:40.469+00:00|21990232556348|24189255811956
2018-08-18T06:40:34.389+00:00|21990232556348|26388279066782
2018-06-26T04:49:06.486+00:00|21990232556348|26388279067180
2018-09-10T20:47:27.744+00:00|21990232556348|26388279067391
2018-08-18T19:29:06.632+00:00|21990232556348|28587302322586
2018-01-27T21:14:08.663+00:00|2199023255747|13194139533851
2018-04-22T16:35:44.627+00:00|17592186044958|21990232556184
2018-06-25T00:47:49.422+00:00|17592186044958|24189255812007
2018-06-03T01:19:17.577+00:00|17592186044958|26388279067217
2018-08-11T22:11:03.934+00:00|17592186044958|28587302323086
2018-08-04T15:05:57.523+00:00|19791209300568|28587302322843
2018-09-06T02:32:08.438+00:00|19791209300568|28587302322848
2018-08-02T12:50:07.692+00:00|24189255811545|26388279066777
2018-02-14T15:10:11.708+00:00|4398046511230|8796093022933
2018-08-21T17:06:08.609+00:00|2199023256445|24189255811531
2017-06-22T17:06:39.017+00:00|6597069766820|6597069767513
2017-09-18T09:35:48.986+00:00|6597069766820|8796093022543
2018-03-23T20:34:10.665+00:00|6597069766820|13194139533689
2018-09-04T18:44:28.519+00:00|6597069766820|13194139534020
2018-08-25T21:11:31.063+00:00|6597069766820|17592186045362
2018-04-30T15:04:53.850+00:00|6597069766820|21990232555548
2018-05-01T06:45:06.168+00:00|6597069766820|21990232555786
2018-02-23T02:43:48.865+00:00|6597069766820|21990232556175
2018-06-04T11:32:48.728+00:00|6597069766820|21990232556284
2018-07-05T12:05:39.078+00:00|6597069766820|26388279066877
2018-05-26T14:25:35.847+00:00|6597069767472|17592186044715
2017-07-12T16:53:47.407+00:00|8796093022487|10995116278755
2018-04-01T16:15:04.541+00:00|8796093022487|15393162789233
2017-11-15T23:33:06.492+00:00|8796093022487|15393162789465
2017-09-28T05:37:40.615+00:00|8796093022487|15393162789857
2017-08-14T21:02:10.755+00:00|8796093022487|17592186044715
2017-10-27T21:27:10.032+00:00|8796093022487|17592186044851
2017-10-23T17:07:40.015+00:00|8796093022487|17592186045167
2018-01-15T15:21:19.238+00:00|8796093022487|17592186045362
2018-02-04T04:15:11.729+00:00|8796093022487|19791209300391
2018-07-18T22:27:17.482+00:00|8796093022487|26388279066892
2018-09-07T11:02:21.642+00:00|13194139534151|15393162789357
2017-08-30T10:45:35.457+00:00|13194139534151|17592186045085
2018-02-16T05:45:22.016+00:00|13194139534151|17592186045148
2018-05-05T02:22:48.446+00:00|13194139534151|19791209300227
2018-04-30T07:56:18.339+00:00|13194139534151|24189255811864
2018-06-06T00:27:38.490+00:00|13194139534151|26388279066839
2018-08-30T07:31:33.332+00:00|13194139534151|26388279067180
2018-08-18T20:48:24.241+00:00|13194139534151|28587302323143
2018-06-10T04:44:20.864+00:00|24189255811956|24189255812013
2018-08-07T22:17:50.332+00:00|24189255811956|28587302322208
2018-07-30T10:38:27.342+00:00|24189255811956|28587302322785
2018-07-21T16:51:04.167+00:00|24189255811956|28587302322896
2018-09-11T02:29:59.028+00:00|24189255811956|28587302323086
2017-07-18T04:15:47.418+00:00|2199023255880|2199023255913
2016-12-25T08:52:14.860+00:00|2199023255880|2199023256411
2016-12-11T12:14:03.223+00:00|2199023255880|6597069767337
2018-03-04T01:39:18.584+00:00|2199023255880|10995116278351
2017-07-25T21:50:09.812+00:00|2199023255880|15393162788868
2017-08-02T02:56:56.613+00:00|2199023255880|15393162789160
2017-07-18T06:06:34.515+00:00|2199023255880|15393162789430
2017-10-09T02:34:57.047+00:00|2199023255880|15393162789665
2017-12-27T01:22:56.006+00:00|2199023255880|17592186044575
2018-06-20T20:48:27.220+00:00|2199023255880|17592186045008
2018-01-11T19:14:53.186+00:00|2199023255880|19791209300124
2018-07-15T00:22:51.115+00:00|2199023255880|21990232556284
2018-06-10T01:19:06.302+00:00|2199023255880|24189255811531
2018-05-09T03:07:32.458+00:00|2199023255880|24189255811934
2017-11-12T04:09:30.381+00:00|13194139533833|15393162788868
2018-01-16T15:31:11.600+00:00|13194139533833|17592186045047
2018-06-28T06:29:57.255+00:00|13194139533833|26388279066782
2018-04-13T17:03:14.160+00:00|15393162789557|17592186044566
2018-07-19T05:53:16.702+00:00|15393162789557|26388279066877
2018-04-15T15:29:27.908+00:00|15393162789625|19791209300227
2018-06-24T20:20:45.797+00:00|15393162789625|26388279066892
2018-02-06T22:35:26.631+00:00|21990232555759|21990232556440
2018-09-05T05:22:03.961+00:00|21990232555759|26388279066782
2018-03-29T23:15:32.882+00:00|21990232556183|24189255811720
2018-04-18T20:27:29.006+00:00|21990232556183|24189255811864
2018-09-05T02:02:50.239+00:00|21990232556183|24189255811875
2018-04-01T22:35:51.324+00:00|21990232556183|24189255811932
2018-09-06T14:27:26.883+00:00|21990232556183|28587302322980
2018-09-11T18:17:08.240+00:00|21990232556183|30786325578415
2018-02-13T15:27:49.106+00:00|555|6597069767121
2018-05-02T17:26:55.447+00:00|555|10995116278351
2017-05-27T17:28:45.088+00:00|555|10995116278629
2017-09-15T07:37:45.332+00:00|555|17592186044715
2018-03-14T20:50:08.549+00:00|555|17592186045226
2018-08-10T14:18:43.567+00:00|555|17592186045270
2017-08-19T14:48:37.070+00:00|555|17592186045362
2018-02-01T09:43:36.963+00:00|555|21990232556064
2018-09-04T18:40:18.614+00:00|555|21990232556150
2018-07-19T07:02:25.390+00:00|555|21990232556495
2018-08-04T16:52:33.801+00:00|555|28587302322586
2018-07-19T12:34:27.309+00:00|4398046511894|6597069767513
2018-09-04T14:44:49.567+00:00|4398046511894|8796093022580
2018-04-19T11:54:18.759+00:00|4398046511894|8796093022933
2017-03-26T22:54:50.350+00:00|4398046511894|10995116277827
2017-02-16T23:40:09.895+00:00|4398046511894|10995116278629
2018-02-02T00:03:53.583+00:00|4398046511894|15393162788868
2017-10-13T18:54:03.505+00:00|4398046511894|15393162789228
2018-01-22T00:46:23.576+00:00|4398046511894|17592186044897
2017-09-22T19:25:17.361+00:00|4398046511894|17592186045333
2018-08-21T20:47:58.713+00:00|4398046511894|21990232556064
2018-06-19T20:04:04.582+00:00|4398046511894|21990232556249
2018-05-13T11:54:27.194+00:00|4398046511894|24189255811545
2018-01-18T17:03:58.175+00:00|8796093022624|8796093022702
2017-05-24T13:29:26.007+00:00|8796093022624|10995116277911
2017-03-15T19:09:33.749+00:00|8796093022624|10995116278136
2017-05-03T03:44:54.418+00:00|8796093022624|10995116278645
2018-05-28T20:44:04.245+00:00|8796093022624|13194139533764
2017-11-10T21:34:08.436+00:00|8796093022624|13194139534114
2018-07-15T09:40:09.001+00:00|8796093022624|15393162789326
2018-04-20T23:59:53.882+00:00|8796093022624|15393162789357
2018-04-20T09:15:00.569+00:00|8796093022624|17592186044704
2018-06-28T05:25:19.553+00:00|8796093022624|19791209300124
2018-05-04T05:41:31.313+00:00|8796093022624|21990232556064
2018-07-01T14:59:23.250+00:00|8796093022624|26388279067476
2017-12-18T21:53:11.923+00:00|10995116277863|10995116278752
2017-09-15T18:41:39.194+00:00|10995116277863|17592186044899
2018-04-01T06:41:42.646+00:00|10995116277863|21990232556150
2018-07-21T20:45:10.892+00:00|19791209300124|28587302323086
2018-08-30T04:28:42.596+00:00|21990232555668|28587302323086
2018-05-04T15:13:36.438+00:00|24189255811575|24189255811864
2018-07-18T20:26:31.262+00:00|24189255811575|26388279066782
2018-02-22T05:33:28.842+00:00|2199023255583|8796093022933
2017-07-27T13:35:07.288+00:00|2199023255583|8796093023174
2017-07-10T10:31:12.827+00:00|2199023255583|10995116278708
2018-05-08T10:51:16.430+00:00|2199023255583|13194139533791
2018-08-27T12:29:19.252+00:00|2199023255583|21990232556183
2018-07-10T15:24:31.419+00:00|2199023255583|26388279066812
2018-04-04T21:44:42.854+00:00|4398046511154|6597069767513
2017-12-16T01:21:13.417+00:00|4398046511154|10995116278629
2018-01-22T12:07:12.946+00:00|4398046511154|17592186044730
2017-10-21T08:17:55.918+00:00|6597069767366|10995116278351
2018-06-21T14:11:05.130+00:00|6597069767366|21990232556064
2017-12-23T20:59:00.138+00:00|8796093022450|8796093022702
2017-02-13T13:02:02.651+00:00|8796093022450|8796093022771
2018-03-02T15:32:24.837+00:00|8796093022450|10995116277775
2018-06-10T17:12:46.001+00:00|8796093022450|10995116278010
2018-03-15T11:54:04.564+00:00|8796093022450|10995116278752
2018-09-12T15:23:54.483+00:00|8796093022450|13194139533851
2017-06-04T21:45:40.858+00:00|8796093022450|13194139534202
2017-05-03T06:09:46.374+00:00|8796093022450|13194139534277
2017-10-22T05:58:44.593+00:00|8796093022450|15393162789160
2017-09-19T13:12:42.088+00:00|8796093022450|15393162789228
2018-04-06T22:33:57.803+00:00|8796093022450|15393162789463
2017-12-24T00:15:56.669+00:00|8796093022450|17592186044882
2017-12-31T11:54:19.630+00:00|8796093022450|17592186044908
2018-04-06T10:39:58.097+00:00|8796093022450|17592186044938
2018-01-06T05:55:22.645+00:00|8796093022450|17592186045247
2018-05-01T08:00:49.264+00:00|8796093022450|17592186045362
2017-12-10T03:19:21.631+00:00|8796093022450|19791209300034
2017-11-26T13:15:27.071+00:00|8796093022450|19791209300766
2018-03-09T06:18:19.351+00:00|8796093022450|21990232555607
2017-12-26T06:20:48.813+00:00|8796093022450|21990232556166
2018-07-24T21:25:33.733+00:00|8796093022450|24189255811464
2018-04-25T21:28:09.249+00:00|8796093022450|24189255811875
2018-08-08T19:31:16.149+00:00|8796093022450|24189255811932
2018-09-01T21:24:00.000+00:00|8796093022450|28587302322762
2018-08-16T18:51:13.478+00:00|8796093022450|28587302323138
2018-09-10T01:12:41.795+00:00|8796093022855|8796093023174
2017-11-16T09:01:46.845+00:00|8796093022855|17592186044994
2018-03-05T06:59:21.702+00:00|8796093022855|21990232556064
2018-09-04T06:50:51.464+00:00|8796093022855|24189255811094
2018-09-08T12:18:15.053+00:00|8796093022855|28587302323175
2018-05-09T10:04:55.612+00:00|13194139533313|19791209300111
2018-07-16T02:48:59.392+00:00|13194139533313|26388279067158
2018-07-26T01:52:26.677+00:00|2199023255947|19791209300034
2017-10-17T09:47:01.653+00:00|2199023256210|8796093022771
2018-04-14T01:08:35.542+00:00|2199023256210|10995116278671
2018-06-20T05:05:26.771+00:00|2199023256210|13194139534277
2018-07-07T15:05:57.391+00:00|2199023256210|15393162789160
2018-08-23T18:39:21.843+00:00|2199023256210|19791209300227
2017-11-30T23:11:50.394+00:00|2199023256210|19791209300442
2018-08-21T22:10:04.455+00:00|2199023256210|21990232556166
2018-04-19T10:37:02.174+00:00|2199023256210|21990232556175
2018-03-11T01:32:27.122+00:00|2199023256210|21990232556183
2018-06-23T02:09:38.571+00:00|2199023256210|21990232556362
2018-05-19T05:06:41.658+00:00|2199023256210|26388279066777
2018-07-12T13:04:24.703+00:00|2199023256210|26388279066782
2017-04-05T13:35:02.246+00:00|4398046511707|10995116278645
2017-07-31T15:02:43.297+00:00|4398046511707|17592186044730
2017-10-06T03:31:47.792+00:00|4398046511852|6597069766685
2016-10-30T21:42:47.724+00:00|4398046511852|6597069766729
2018-05-13T16:10:07.923+00:00|4398046511852|6597069767009
2017-01-10T19:33:12.852+00:00|4398046511852|6597069767480
2018-08-15T01:27:02.559+00:00|4398046511852|8796093022843
2017-10-14T12:20:23.444+00:00|4398046511852|8796093022898
2017-12-16T14:00:22.795+00:00|4398046511852|8796093023087
2018-05-25T18:44:46.977+00:00|4398046511852|10995116277775
2017-11-29T04:08:43.484+00:00|4398046511852|10995116277976
2017-05-04T13:13:49.026+00:00|4398046511852|13194139534228
2018-09-06T16:27:50.044+00:00|4398046511852|19791209300766
2018-07-16T06:31:43.099+00:00|4398046511852|21990232556362
2018-09-10T01:28:46.278+00:00|4398046511852|24189255811531
2018-05-22T14:20:19.286+00:00|13194139533432|24189255811934
2018-04-24T20:50:32.851+00:00|17592186045226|17592186045362
2018-01-25T00:31:45.113+00:00|17592186045226|19791209300053
2018-08-01T19:49:02.926+00:00|17592186045226|19791209300225
2018-05-18T21:44:45.707+00:00|17592186045226|19791209300766
2018-02-20T03:53:51.738+00:00|17592186045226|21990232556071
2017-12-12T13:41:14.846+00:00|17592186045226|21990232556102
2018-01-22T05:32:00.146+00:00|17592186045226|21990232556184
2018-07-04T17:36:00.860+00:00|17592186045226|26388279067231
2018-08-31T13:29:06.248+00:00|26388279066839|26388279067180
2018-07-07T17:33:50.843+00:00|26388279066839|26388279067433
2018-08-29T23:51:16.204+00:00|26388279066839|28587302323031
2018-07-21T03:22:54.742+00:00|26388279066839|28587302323086
2016-02-20T00:20:21.982+00:00|60|432
2017-03-29T09:43:20.528+00:00|60|13194139534151
2018-05-21T05:58:46.577+00:00|60|15393162789838
2018-03-02T20:49:28.591+00:00|60|19791209300568
2018-09-07T19:14:49.378+00:00|60|21990232555786
2018-09-09T18:49:40.888+00:00|60|21990232556064
2018-05-05T21:55:46.694+00:00|60|21990232556183
2018-06-12T10:44:49.085+00:00|60|26388279066812
2018-09-09T20:37:10.542+00:00|26388279067435|28587302322785
2017-03-26T12:51:23.027+00:00|6597069767312|6597069767513
2017-03-10T05:58:54.962+00:00|6597069767312|8796093022859
2017-11-05T05:26:38.943+00:00|6597069767312|10995116278351
2018-02-01T10:14:33.320+00:00|6597069767312|13194139533764
2017-11-20T14:51:12.507+00:00|6597069767312|13194139534202
2017-09-07T11:17:51.001+00:00|6597069767312|15393162788977
2018-04-29T13:54:12.480+00:00|6597069767312|24189255811956
2018-05-09T00:46:06.351+00:00|6597069767312|26388279066839
2018-08-17T14:07:26.683+00:00|6597069767312|26388279067217
2018-08-19T12:31:59.554+00:00|432|2199023255807
2016-10-20T22:48:30.641+00:00|432|2199023255913
2017-10-01T21:40:30.893+00:00|432|4398046511409
2018-08-31T20:38:42.513+00:00|432|4398046511526
2016-09-26T09:36:04.687+00:00|432|6597069767513
2017-03-08T03:03:04.842+00:00|432|8796093022702
2018-07-04T22:31:24.897+00:00|432|10995116277891
2017-12-23T03:54:02.496+00:00|432|13194139533791
2018-08-21T07:41:53.808+00:00|432|17592186044899
2018-09-07T10:54:08.955+00:00|432|17592186045226
2018-04-02T07:19:59.984+00:00|432|19791209300086
2018-03-03T17:06:23.458+00:00|432|19791209300540
2018-02-20T19:28:29.710+00:00|432|21990232556064
2018-05-07T21:59:08.073+00:00|432|21990232556203
2018-03-15T18:45:37.777+00:00|432|21990232556249
2016-04-24T20:27:58.384+00:00|2199023255566|2199023256267
2018-07-17T09:36:57.977+00:00|2199023255566|8796093022702
2018-05-14T01:25:17.338+00:00|2199023255566|10995116278351
2018-05-18T19:00:29.292+00:00|2199023255566|10995116278708
2017-07-15T08:44:35.061+00:00|2199023255566|13194139534202
2017-08-26T10:24:52.402+00:00|8796093022610|8796093022702
2017-08-01T13:49:50.358+00:00|8796093022610|13194139534202
2018-03-13T00:30:51.157+00:00|8796093022610|17592186044715
2018-08-26T21:25:19.267+00:00|15393162789233|15393162789430
2017-09-14T02:58:44.428+00:00|15393162789233|17592186044771
2017-10-07T02:03:38.075+00:00|15393162789233|17592186044994
2018-07-06T09:08:01.739+00:00|15393162789233|17592186045150
2018-08-18T20:13:17.766+00:00|15393162789233|17592186045270
2018-06-18T10:30:28.223+00:00|15393162789233|19791209300646
2018-02-28T18:37:56.529+00:00|15393162789233|21990232555764
2018-03-02T08:35:41.951+00:00|15393162789233|21990232556064
2018-06-19T00:16:30.375+00:00|15393162789233|21990232556105
2018-04-24T04:17:03.334+00:00|15393162789233|24189255811123
2018-07-01T06:27:37.230+00:00|15393162789233|24189255812007
2018-08-29T02:40:02.880+00:00|15393162789233|26388279067031
2018-08-26T02:26:33.840+00:00|15393162789233|26388279067433
2018-09-06T07:00:47.366+00:00|15393162789233|28587302322494
2018-09-12T22:13:45.754+00:00|15393162789233|28587302323086
2018-06-07T16:29:33.118+00:00|19791209300202|24189255811864
2018-02-12T14:52:40.508+00:00|597|17592186044715
2018-08-14T23:52:13.695+00:00|597|28587302322762
2018-04-23T05:09:28.970+00:00|10995116278671|10995116278752
2017-04-18T01:21:25.591+00:00|10995116278671|13194139534277
2017-09-06T05:28:22.910+00:00|10995116278671|17592186044425
2018-08-24T03:25:56.092+00:00|10995116278671|26388279066782
2018-02-01T00:28:44.641+00:00|19791209300307|21990232556064
2018-09-04T07:33:12.694+00:00|19791209300692|26388279067278
2017-03-07T21:22:07.232+00:00|721|10995116278629
2017-04-16T21:31:22.713+00:00|721|10995116278752
2018-03-02T21:04:05.608+00:00|721|17592186044715
2018-02-24T21:42:09.293+00:00|721|21990232556362
2018-08-13T10:11:25.129+00:00|721|26388279066777
2018-09-04T08:14:20.773+00:00|721|26388279066892
2017-08-20T12:37:12.415+00:00|902|8796093022702
2018-04-11T03:36:47.722+00:00|902|10995116278629
2017-12-26T03:33:57.245+00:00|902|19791209300442
2018-09-10T09:08:43.931+00:00|13194139533945|28587302323086
2018-08-04T06:11:54.733+00:00|21990232556166|24189255811281
2018-07-29T07:01:52.873+00:00|21990232556166|24189255811875
2018-09-07T17:54:27.394+00:00|26388279067031|26388279067231
2018-08-29T11:28:06.887+00:00|26388279067031|26388279067476
2018-07-25T07:42:30.482+00:00|26388279067031|28587302322586
2018-08-29T21:48:55.995+00:00|26388279067031|28587302322762
2018-08-17T07:22:43.963+00:00|26388279067031|28587302323143
2018-03-09T23:10:18.904+00:00|6597069767074|17592186044715
2018-08-21T04:07:49.865+00:00|26388279067231|26388279067421
2018-09-10T23:15:52.503+00:00|26388279067231|28587302322200
2016-11-12T17:13:55.754+00:00|987|2199023255880
2018-02-27T13:08:30.641+00:00|987|2199023256411
2017-01-24T02:51:08.077+00:00|987|2199023256550
2016-09-30T01:09:52.322+00:00|987|4398046511409
2016-06-18T05:09:50.969+00:00|987|4398046511651
2016-12-28T23:06:12.815+00:00|987|6597069766696
2017-08-07T18:51:56.136+00:00|987|6597069767046
2018-03-10T07:12:11.065+00:00|987|6597069767087
2018-04-09T16:41:00.587+00:00|987|6597069767551
2018-08-16T13:12:44.251+00:00|987|8796093022647
2017-03-06T00:21:39.377+00:00|987|8796093022702
2018-03-16T23:57:23.539+00:00|987|8796093022810
2018-01-20T22:49:45.658+00:00|987|8796093022989
2016-12-12T20:24:36.684+00:00|987|8796093023087
2018-03-28T02:17:47.022+00:00|987|8796093023144
2017-09-08T21:44:53.808+00:00|987|8796093023174
2017-11-08T09:21:51.177+00:00|987|10995116277778
2018-01-03T03:40:33.853+00:00|987|13194139533313
2017-10-26T17:06:55.456+00:00|987|13194139533337
2018-03-30T00:09:18.923+00:00|987|15393162788958
2017-06-14T10:28:35.016+00:00|987|15393162789160
2017-06-17T14:32:36.781+00:00|987|15393162789233
2017-10-25T20:37:39.014+00:00|987|15393162789861
2018-02-07T19:46:52.309+00:00|987|17592186044571
2018-05-13T17:56:21.180+00:00|987|17592186044575
2018-03-28T08:29:45.316+00:00|987|17592186045270
