id,title,avgvote,releaseyear,tagline,budget,revenue,genres
"7191","Cloverfield","6.1","2008","Some Thing Has Found Us","25000000","170764026","Action|Horror|Science Fiction|Thriller"
"12113","Body of Lies","6.5","2008","Trust no one. Deceive everyone.","70000000","113280098","Action|Drama|Thriller"
"209406","The Right Kind of Wrong","5.3","2013","Leo just met the love of his life. At her wedding.",,,"Comedy|Romance"
"71","Billy Elliot","6.9","2000","Inside every one of us is a special talent waiting to come out. The trick is finding it.","5000000","109280263","Comedy|Drama|Music"
"12117","Instinct","5.6","1999",,"80000000","34105207","Drama|Mystery|Thriller"
"209410","Shuddh Desi Romance","7.3","2013",,,,"Comedy|Drama|Romance"
"12118","Police Academy 3: Back in Training","5.6","1986","Run for cover!","12000000","107600000","Action|Comedy|Crime"
"72105","Ted","6.2","2012","Ted is coming.","50000000","549368315","Comedy|Fantasy"
"20943","The Ugly Truth","6.3","2009","The battle of the sexes is on.","38000000","321700000","Comedy|Romance"
"12120","My Stepmother is an Alien","5.7","1988","Man's closest encounter","20000000","13854000","Comedy|Science Fiction"
"72113","Carnage","7.0","2011","A new comedy of no manners","25000000","30722632","Comedy|Drama"
"12122","Village of the Damned","6.5","1995","Beware the Children","22000000","9418365","Horror|Science Fiction|Thriller"
"209451","Jersey Boys","7.1","2014",,"40000000","67347013","Drama|Music"
"12123","Chain Reaction","5.8","1996",,"50000000","60209334","Action|Drama|Thriller"
"7211","Dan in Real Life","6.3","2007","Something's happening to Dan. It's confusing. It's awkward. It's family.","25000000","68474305","Comedy|Drama|Romance"
"209504","Bounty Killer","5.7","2013","If the suit fits, waste it.",,,"Action|Science Fiction|Suspense"
"12133","Step Brothers","6.7","2008","They grow up so fast.","65000000","128100000","Comedy"
"7214","Coach Carter","6.9","2005","It begins on the street. It ends here.","30000000","76700000","Drama|Sports Film"
"20982","Gekijouban Naruto Shippuuden","7.6","2007",,,"10000000","Action|Adventure|Animation|Fantasy"
"12138","3000 Miles to Graceland","5.8","2001","Crime Is King.","62000000","18720175","Action|Adventure|Comedy|Crime|Thriller"
"12139","Dennis the Menace","6.0","1993","He's armed... He's adorable... And he's out of school for the entire summer.","35000000","117270765","Comedy|Family"
"209901","Nothing Left to Fear","4.1","2013","Let Us Prey.","3000000","1675381","Horror"
"72190","World War Z","6.8","2013","Remember Philly!","200000000","531865000","Action|Drama|Horror|Science Fiction|Thriller"
"1213","The Talented Mr. Ripley","6.6","1999","It's better to be a fake somebody than a real nobody.","40000000","128798265","Adventure|Crime|Drama|Thriller"
"2099","Raw Deal","6.8","1986","Nobody gives him a Raw Deal","8500000","16209459","Action|Comedy|Crime|Thriller"
"72197","The Pirates! In an Adventure with Scientists!","6.3","2012","It's A Plunderful Life","60000000","123054041","Adventure|Animation|Comedy|Family"
"12140","Ghost in the Shell 2: Innocence","7.5","2004","When machines learn to feel, who decides what is human...",,"9789651","Animation|Drama|Science Fiction"
"20","My Life Without Me","7.7","2003",,"2500000","12300000","Drama|Romance"
"12142","Alone in the Dark","3.8","2005","Can mankind defeat the army of darkness unleashed by an ancient evil cult?","20000000","12693645","Action|Fantasy|Horror|Thriller"
"7219","Zombie","7.2","1979","We Are Going To Eat You!",,,"Horror"
"12143","Bad Lieutenant","6.4","1992","Gambler. Thief. Junkie. Killer. Cop.","1000000","2019469","Drama|Indie"
"210024","An Adventure in Space and Time","7.8","2013","The Story Begins Here...",,,"Drama"
"72207","The Five-Year Engagement","5.7","2012","A comedy about the journey between popping the question and tying the knot.","30000000","54169363","Comedy|Romance"
"12144","The Land Before Time","6.9","1988","A new adventure is born.","12500000","84460846","Adventure|Animation|Family"
"210047","Cold Comes the Night","5.7","2014","Sometimes the fight of your life comes in the dead of night.",,"16971","Crime|Drama|Thriller"
"7220","The Punisher","5.8","2004","The punishment has begun","33000000","54700105","Action|Crime|Drama|Thriller"
"12145","Fierce Creatures","6.2","1997","Don't pet them.","25000000","9381260","Comedy|Romance"
"2100","The Last Castle","7.6","2001","A Castle Can Only Have One King","72000000","27642707","Action|Drama|Thriller|War"
"12146","The Missing","6.3","2003",,"60000000","38364277","Adventure|Thriller|Western"
"72213","Courageous","7.7","2011","Honor Begins at Home.","1000000","35690739","Drama"
"12149","Frailty","7.4","2001","No Soul Is Safe.","11000000","17400000","Crime|Drama|Thriller"
"21028","Moscow Does Not Believe in Tears","8.5","1980",,"900000","2500000","Comedy|Drama|Romance"
"7229","Shut Up!","7.7","2003",,"27440000",,"Comedy|Crime"
"12151","Ruthless People","7.7","1986","Sam Stone's wife has just been kidnapped... And he doesn't want her back!","11000000","71600000","Comedy"
"21032","Balto","6.8","1995","Part Dog. Part Wolf. All Hero.","31000000","11348324","Adventure|Animation|Family"
"72331","Abraham Lincoln: Vampire Hunter","5.5","2012","Are you a patriot or a vampire?","69000000","116500000","Action|Fantasy|Horror"
"12153","White Chicks","6.5","2004",,"37000000","113100000","Comedy"
"21036","Panda! Go Panda!","6.6","1972",,,,"Animation|Comedy|Family"
"72334","DisneyNature Chimpanzee","6.8","2012","For Oscar, every day is an adventure","5000000","34823764","Documentary|Family"
"12154","Three Men and a Baby","5.7","1987","They changed her diapers. She changed their lives.","11000000","242780960","Comedy|Drama|Family"
"12155","Alice in Wonderland","6.0","2010","You're invited to a very important date.","200000000","1025467110","Fantasy"
"2103","Solaris","6.5","2002","How far will you go for a second chance?","47000000","30002758","Drama|Mystery|Romance|Science Fiction"
"7233","Rebound","6.1","2005","A comedy where old school ...meets middle school","45000000","16809014","Comedy|Family|Sports Film"
"12157","Green Card","5.9","1990","The story of two people who got married, met and then fell in love.","12500000","29888235","Comedy|Romance"
"210479","Locke","6.9","2014","No turning back","2000000","4635300","Drama|Thriller"
"72358","A Thousand Words","5.8","2012","He only has 1000 words left to discover what matters the most.","40000000","22044277","Comedy|Drama"
"12159","What Dreams May Come","6.4","1998","After life there is more. The end is just the beginning.","85000000","71485043","Action|Adventure|Drama|Fantasy|Romance|Science Fiction"
"210577","Gone Girl","8.6","2014","You don't know what you've got 'til it's...","61000000","369300000","Drama|Mystery|Thriller"
"72359","Peeples","6.4","2013",,"15000000","9300000","Comedy"
"121606","Resolution","6.4","2012",,,,"Horror|Mystery|Thriller"
"12160","Wyatt Earp","6.6","1994","The epic story of love and adventure in a lawless land.","63000000","25100000","Action|Drama|Western"
"2105","American Pie","6.2","1999","There's nothing like your first piece.","11000000","235500000","Comedy|Romance"
"72387","Safe","6.2","2012","She has the code. He is the key.","30000000","40300000","Action|Crime|Thriller"
"12162","The Hurt Locker","6.9","2008","You'll know when you're in it.","15000000","49230772","Drama|Thriller|War"
"72431","Red Tails","6.4","2012","High-Octane Action and Daring Dogfights!","58000000","50365377","Action|Adventure|Drama|History|War"
"2108","The Breakfast Club","7.2","1985","They only met once, but it changed their lives forever.","1000000","51525171","Comedy|Drama"
"12163","The Wrestler","6.9","2008","Love. Pain. Glory.","6000000","44734660","Drama|Romance|Sport"
"72432","Puncture","6.4","2011","Madman. Genius. Playboy. Friend. Fool. Lawyer.",,"68945","Drama|Mystery"
"210908","All Cheerleaders Die","5.4","2013","You can't kill their spirit",,,"Comedy|Horror|Thriller"
"121642","Twice Born","6.7","2012","A story of love. A story of war. A story of life.","13000000","18295","Drama|Romance|War"
"12165","The Burning Plain","6.9","2008",,"20000000","5642478","Drama|Indie|Romance"
"72477","Texas Killing Fields","6.0","2011","No one is safe.",,"957240","Crime|Drama|Mystery|Thriller"
"210911","Rigor Mortis","6.0","2013",,,"7865","Action|Drama|Horror"
"121674","Great Expectations","7.0","2013",,,"258656","Drama|Romance"
"7249","Futurama: Bender's Big Score","7.6","2007","Just when you thought it was safe to watch something else!",,,"Animation|Comedy|Science Fiction"
"210947","Afflicted","6.4","2013","Captured. On Film.","318000","121179","Horror|Thriller"
"121677","The Reluctant Fundamentalist","7.6","2012",,"15000000","2200000","Thriller"
"72525","Syrup","5.6","2013","It's all about image.","6000000",,"Comedy|Drama"
"12169","The First Day of the Rest of Your Life","7.5","2008",,"5900000","13200000","Drama"
"2109","Rush Hour","6.7","1998","The Fastest Hands in the East Meet the Biggest Mouth in the West.","33000000","244721064","Action|Comedy|Crime|Thriller"
"121734","Tad, the Lost Explorer","5.6","2013","No whip, no gun...All fun!","10500000","23000000","Adventure|Animation|Comedy|Family"
"72545","Journey 2: The Mysterious Island","5.8","2012","Believe the Impossible. Discover the Incredible.","79000000","355692760","Action|Adventure|Science Fiction"
"211067","The Sacrament","6.2","2013","Documented for the first time witness the untold story of the tragedy at Eden Parish","4000000","9221","Horror|Mystery|Suspense|Thriller"
"12177","The Love Guru","4.8","2008","His Karma is Huge","62000000","40854735","Comedy|Romance|Sport"
"72559","G.I. Joe: Retaliation","5.4","2013",,"130000000","371900000","Action|Adventure|Science Fiction|Thriller"
"121789","At Any Price","5.6","2012",,,,"Drama"
"2110","Wasabi","7.0","2001","For those who take their action raw.","15300000","10366360","Action|Comedy|Drama"
"72570","The Vow","6.3","2012","Inspired by True Events","30000000","196114570","Drama|Romance"
"121793","Capital","5.8","2013",,,,"Drama"
"2112","Payback","6.3","1999","No More Mr. Nice Guy.","90000000","161626121","Action|Crime|Drama|Thriller"
"12180","Star Wars: The Clone Wars","5.9","2008",,"8500000","68282844","Action|Adventure|Animation|Fantasy|Science Fiction|Thriller"
"72571","Paranormal Activity 3","6.3","2011","It Runs In The Family","5000000","207039844","Horror"
"211387","Marvel One-Shot: Agent Carter","7.9","2013","In an all-new Captain America adventure",,,"Action|Adventure|Fantasy|Science Fiction"
"121823","Tai Chi Zero","6.7","2012","See the extraordinary life of founder of the Yang style Tai Chi.",,"1317376","Action|Drama"
"72660","I Don't Want to Go Back Alone","9.2","2010",,,,"Drama|Romance|Short"
"121824","Stand Up Guys","6.1","2012","They don't make 'em like they used to.",,,"Comedy|Crime|Drama"
"211449","Riddick: Blindsided","7.3","2013",,,,"Action|Animation|Science Fiction"
"121826","Quartet","6.4","2012","Four Friends Looking For A Little Harmony","11000000","59520298","Comedy|Drama|Romance"
"7270","Matchstick Men","7.0","2003","Lie. Cheat. Steal. Rinse. Repeat.","62000000","65565672","Comedy|Crime|Drama|Thriller"
"2114","Final Fantasy: The Spirits Within","5.8","2001","Unleash a new reality","137000000","85131830","Action|Adventure|Animation|Fantasy|Science Fiction|Thriller"
"121828","Beyond Outrage","7.1","2012",,,"16215856","Action"
"72710","The Host","5.8","2013","You will be one of us","44000000","63300000","Action|Adventure|Romance|Science Fiction|Thriller"
"2116","Out of Time","6.4","2003","The Clock Is Ticking...","50000000","55495563","Crime|Drama|Thriller"
"12182","Nick and Norah's Infinite Playlist","6.4","2008","Every night has a soundtrack.","9000000","33600000","Comedy|Drama|Romance"
"7278","Meet the Spartans","4.7","2008","The Bigger the Hit, The Harder They Fall","30000000","85897593","Comedy"
"121835","Lore","7.1","2012",,"4000000","970000","Drama|Thriller|War"
"2117","Sophie Scholl: The Final Days","7.8","2005",,,,"Drama|History"
"7281","Der Wixxer","7.1","2004",,,,"Comedy|Crime"
"12184","The Other Boleyn Girl","6.1","2008","Two sisters divided for the love for a king.","35000000","78269970","Drama"
"2118","L.A. Confidential","7.1","1997","Everything is suspect... Everyone is for sale... And nothing is what it seems.","35000000","126200000","Crime|Drama|Mystery|Thriller"
"12185","Heaven Can Wait","6.6","1978",,"15000000","98800000","Comedy|Drama|Fantasy|Romance|Sports Film"
"7288","Duplex","6.0","2003",,"40000000","19322135","Action|Comedy|Thriller"
"21191","Sin Nombre","7.7","2009","The greatest sin of all is risking nothing.",,"5102705","Action|Crime|Drama|Thriller"
"121872","Ginger & Rosa","6.6","2012",,,"1005700","Drama"
"72890","Girl Most Likely","5.8","2012","She has a lot to live up to. And a few things to live down.",,"1378426","Comedy"
"121873","Hannah Arendt","6.6","2012","Her ideas changed the world",,"717205","Drama"
"211954","Instructions Not Included","7.9","2013","Life doesn't care if you're ready.","5500000","99067206","Comedy|Drama"
"72912","Carjacked","5.6","2011","It's her car. Don't tell her what to do with it.",,,"Action|Thriller"
"121875","In the House","7.2","2012","There's always a way in.",,"11879046","Drama|Mystery|Thriller"
"2119","Days of Thunder","5.9","1990","You can't stop the thunder.","60000000","157920733","Action|Drama|Romance"
"7291","36th Precinct","6.6","2004",,,,"Crime|Drama|Thriller"
"121879","A Late Quartet","7.4","2012","No arrangement is more beautiful...or more complicated.",,"6303709","Drama"
"21208","Orphan","6.4","2009","Can you keep a secret?","20000000","77912251","Horror|Mystery|Thriller"
"12192","Pathology","6.1","2008","Every body has a secret.","8000000",,"Crime|Horror|Thriller"
"72976","Lincoln","6.5","2012",,"65000000","275300000","Drama|War"
"121936","Happiness Never Comes Alone","6.6","2012",,"15000000",,"Comedy|Romance"
"212231","Kid Cannabis","6.4","2014",,"5000000",,"Drama"
"7299","Equilibrium","6.8","2002","Two men. One battle. No compromise.","20000000","5400000","Action|Drama|Science Fiction|Thriller"
"12193","Four Christmases","5.5","2008","His father, her mother, his mother and her father all in one day.","80000000","164112721","Comedy|Drama|Romance"
"2122","The Whole Ten Yards","5.8","2004","They missed each other. This time, their aim is better.","40000000","26155781","Comedy|Crime|Thriller"
"7300","One Fine Day","5.5","1996","She was having a perfectly bad day... Then he came along and spoiled it.",,"97529550","Comedy|Romance"
"121986","Frances Ha","7.4","2012",,,"4069826","Comedy|Drama"
"121","The Lord of the Rings: The Two Towers","7.5","2002","A New Power Is Rising.","79000000","926287400","Action|Adventure|Fantasy"
"2123","Me, Myself & Irene","6.1","2000","From gentle to mental.","51000000","149270999","Comedy"
"7303","Maid in Manhattan","5.7","2002","cupid in central park...","55000000","154906693","Comedy|Drama|Romance"
"12201","Edge of Darkness","6.2","2010","Some secrets take us to the edge.","80000000","81126522","Crime|Drama|Mystery|Thriller"
"2124","Color of Night","5.6","1994","In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.","40000000","19700000","Drama|Mystery|Romance|Suspense"
"7304","Running Scared","6.8","2006","Every bullet leaves a trail.","17000000","9500000","Action|Crime|Drama|Thriller"
"12205","Dark Water","7.2","2002",,"4000000","1686839","Horror|Thriller"
"7305","Alive","6.4","1993","They survived the impossible...by doing the unthinkable.","32000000","36700000","Action|Drama|Thriller"
"12207","The Legend of Drunken Master","7.2","1994","He's got a secret weapon with a lot of kick.","10000000","11555430","Action|Comedy"
"212716","What If","7.0","2014",,"11000000","7847000","Comedy|Drama|Romance"
"122081","Spring Breakers","4.9","2013","A little sun can bring out your dark side.","5000000","31700000","Crime|Drama"
"73108","Teen Spirit","4.2","2011",,,,"Comedy|Family"
"212778","Chef","7.5","2014","Starting from scratch never tasted so good","11000000","45967935","Comedy"
"12208","Casino Royale","6.1","1967",,"12000000","41744718","Action|Adventure|Comedy"
"73262","Hell","5.4","2011","What gave us our beginning, will lead to our end.",,"1359257","Horror|Science Fiction|Thriller"
"12211","Highlander: Endgame","5.7","2000","It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.","25000000","15800000","Action|Fantasy|Science Fiction"
"212","Arsenic and Old Lace","7.4","1944","She Passed Out On Cary! No Wonder . . . She's just discovered his favorite aunts have poisoned their 13th gentleman friend!","1120175",,"Comedy|Crime"
"7326","Juno","6.5","2007","A comedy about growing up... and the bumps along the way.","7500000","232372681","Comedy|Drama|Romance"
"122192","The Lookout","6.3","2012",,,,"Action|Crime|Suspense"
"213015","Unbeatable","7.0","2013",,,,"Action|Drama"
"12220","The Story of Us","5.7","1999",,"50000000","58900031","Comedy|Drama|Romance"
"73358","Page Eight","6.4","2011","New Century. New Rules.",,,"Drama|Thriller"
"12222","Horton Hears a Who!","6.2","2008","A persons a person no matter how small!","85000000","298572799","Adventure|Animation|Comedy|Family|Fantasy"
"21301","Barbershop 2:  Back in Business","6.2","2004","Back in business","18000000","65070412","Comedy"
"7340","Carrie","6.7","1976","If you’ve got a taste for terror, take Carrie to the prom.","1800000","33800000","Horror|Thriller"
"12224","Dinotopia","5.2","2002",,,,"Action|Adventure|Animation|Family|Fantasy|Science Fiction"
"213121","Toy Story of Terror!","7.6","2013","One toy gets left behind!",,,"Animation|Comedy|Family"
"7342","Carrie","6.2","2002",,"5000000",,"Drama|Horror"
"12225","Cashback","7.1","2007","Sometimes love is hiding between the seconds of your life.",,"2300000","Comedy|Drama|Romance"
"7343","City of Men","6.5","2007",,,"307076","Drama|Indie"
"12227","White Fang","5.8","1991",,"14000000","34793160","Action|Adventure|Drama|Family"
"21334","Children of Heaven","8.5","1997",,"180000","925402","Comedy|Drama|Family"
"122293","The Philadelphia Experiment","4.3","2012","Past and Present Collide",,,"Adventure|Mystery|Science Fiction|Thriller"
"73454","X","6.5","2011","A jaded call-girl. A fledgling hooker. The night from hell.",,,"Action|Romance|Thriller"
"2133","The Perfect Storm","5.8","2000","The storm is coming.","130000000","325800000","Drama"
"12230","101 Dalmatians","6.2","1961","It's a Comedy - It's a Mystery - It's a Thriller - It's New - It's Different - It's Delightful - It's FUN!","3600000","303000000","Adventure|Animation|Family"
"73456","Barbie: Princess Charm School","5.1","2011",,,,"Animation|Family|Fantasy"
"12233","Oliver & Company","6.1","1988","The first Disney movie with attitude.","31000000","121000000","Animation|Comedy|Family"
"21348","Kirikou and the Sorceress","6.9","1998",,"4495000",,"Adventure|Animation|Family"
"7345","There Will Be Blood","7.7","2007","There Will Be Greed. There Will Be Vengeance.","25000000","77208711","Drama"
"12242","Mulan II","5.7","2004","She's primped. She's engaged. She's back.",,,"Action|Animation|Comedy|Family|Musical"
"7347","Elite Squad","7.7","2007","On the streets of Rio only the elite survive.","4000000","14759148","Action|Crime|Drama"
"21349","Anywhere But Here","6.1","1999",,"23000000","18653615","Comedy|Drama|Romance"
"12244","9","6.4","2009","When our world ended their mission began.","30000000","48428063","Animation|Science Fiction"
"12245","The Oxford Murders","6.2","2008","There is no way of finding a single absolute truth","14100000",,"Crime|Drama|Mystery|Thriller"
"73499","The Double","6.1","2011",,"17000000","4729855","Action|Crime|Drama|Mystery|Thriller"
"2134","The Time Machine","7.6","1960","You Will Orbit into the Fantastic Future!","750000","5902","Adventure|Fantasy"
"12246","Mongol","6.7","2007","Greatness comes to those who take it.","18000000","26527510","History"
"7350","The Bucket List","6.7","2007","When he closed his eyes, his heart was opened","45000000","175400000","Adventure|Comedy|Drama"
"12253","Biker Boyz","6.4","2003","Survival of the fastest.","24000000","23510601","Action|Drama"
"2135","The Time Machine","6.0","2002","The greatest adventure THROUGH all time!","80000000","123700000","Action|Adventure|Science Fiction"
"73532","Le Havre","6.1","2011",,"3850000","4230854","Comedy|Drama"
"12262","The Hills Have Eyes","7.1","1977","A nice American family. They didn't want to kill. But they didn't want to die.","325000","25000000","Horror"
"21385","Mickey, Donald, Goofy: The Three Musketeers","5.7","2004","All for fun and fun for all",,,"Adventure|Animation|Comedy|Family"
"12268","The Pink Panther Strikes Again","7.1","1976","Who is this man ? And what is he doing ? Who Cares. But don't miss my new movie...","6000000","33833201","Comedy|Mystery"
"73567","Killer Joe","6.2","2012","A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.","10000000","4633668","Comedy|Drama|Thriller"
"213","North by Northwest","7.3","1959","It's a deadly game of 'tag' and Cary Grant is 'it'...","4000000","13275000","Thriller"
"12271","Factory Girl","6.3","2006","The Fame. The Spotlight. The Scandal. The Party's About To Begin.","7000000","3572632","Drama|Indie"
"7364","Sahara","5.8","2005","Dirk Pitt. Adventure has a new name.","130000000","119269486","Action|Adventure|Comedy|Drama|Mystery"
"12277","Undercover Brother","6.0","2002","He's All Action","25000000","41604473","Action|Comedy"
"214030","Fading Gigolo","6.1","2013",,,"2681345","Comedy"
"73723","The Lorax","6.2","2012","Meet The Original Force Of Nature","70000000","348800000","Animation|Family"
"12279","Spy Kids 3-D: Game Over","4.9","2003",,"38000000","197000000","Action|Adventure|Comedy|Family|Science Fiction"
"73770","What A Man","5.8","2011",,,,"Comedy|Romance"
"122800","Freelancers","5.2","2012","To Serve,  Protect... and Steal.","11000000",,"Action|Crime|Drama"
"214075","Words and Pictures","6.9","2014",,,"3346257","Comedy|Drama|Romance"
"12281","Mean Creek","7.1","2004","Beneath the surface, everyone has a secret.","500000","603943","Crime|Drama"
"73861","A Serbian Film","6.0","2010","Not all films have a happy ending.",,,"Crime|Horror|Thriller"
"21407","The Collector","6.5","2009","He always takes one","3400000","114000000","Horror|Thriller"
"122857","Universal Soldier: Day of Reckoning","5.3","2012","Under their own command","11500000","1400000","Action|Science Fiction"
"73873","Albert Nobbs","6.5","2011","A man with a secret. A woman with a dream.","8000000","5634828","Drama"
"12289","Red Cliff","7.1","2008","The future will be decided.","80341000","250100000","Action|Adventure|Drama"
"2140","Kiss of the Dragon","6.6","2001","Kiss Fear Goodbye","25000000","64437847","Action|Crime|Thriller"
"73935","Vamps","4.8","2012","Dating Sucks","16000000",,"Comedy|Horror|Romance"
"122906","About Time","7.7","2013","A new funny film about love. With a bit of time travel.","12000000","87100449","Comedy|Drama|Science Fiction"
"21427","The Valet","6.5","2006",,,"29326868","Comedy"
"122","The Lord of the Rings: The Return of the King","7.6","2003","The eye of the enemy is moving.","94000000","1118888979","Action|Adventure|Fantasy"
"73936","Retreat","5.8","2011","No Neighbours. No Help. No Escape.",,"4498","Thriller"
"123025","Batman: The Dark Knight Returns, Part 1","7.5","2012","Old heroes never die. They just get darker.","3500000",,"Action|Animation"
"2142","Cop Land","6.7","1997","No One Is Above The Law.","15000000","44862187","Action|Crime|Drama"
"73937","The Big Year","5.6","2011","Everyone is searching for something","41000000","8200000","Comedy"
"12309","Bachelor Party","6.4","1984","A man's tradition every woman should know about.","6000000","38435947","Comedy"
"214314","Bears","7.9","2014","A look at the life of bears living in Alaska's coastal mountains and shores.",,,"Documentary|Family"
"123103","Aftershock","5.1","2012","The Only Thing More Terrifying Than Mother Nature Is Human Nature","2000000","58510","Horror|Thriller"
"73","American History X","7.6","1998","Some Legacies Must End.","20000000","23900000","Drama"
"123105","The Bay","5.1","2012","Panic feeds on fear.",,"30668","Horror|Science Fiction|Thriller"
"21435","French Fried Vacation 3","4.6","2006",,"35","84","Comedy"
"74018","A Cinderella Story: Once Upon a Song","6.9","2011",,,,"Comedy|Family|Romance"
"123109","No One Lives","5.6","2012","No one runs. No one escapes.","2900000","74918","Horror|Thriller"
"74135","Gantz: Perfect Answer","6.9","2011",,,,"Action|Mystery|Science Fiction"
"12310","The Four Musketeers","8.1","1974",,,,"Action|Adventure|Comedy|Drama"
"2144","One Night At McCool's","5.3","2001","A story about finding the perfect woman... and trying desperately to give her back.","18000000","13500000","Action|Comedy|Crime|Neo-noir"
"123229","Les Kaïra","5.6","2012",,,"103504","Comedy"
"74306","God Bless America","7.0","2011","Taking out the trash, one jerk at a time.",,,"Comedy|Drama"
"21452","Detective Conan: The Fourteenth Target","7.8","1998",,,"16330622","Crime|Thriller"
"123235","Paris-Manhattan","5.8","2012","Two cities. One hopeless romantic.",,"3031682","Comedy|Romance"
"74308","Detachment","7.6","2011",,,"1681521","Drama"
"12335","Bedknobs and Broomsticks","5.8","1971","You'll beWITCHED! You'll beDAZZLED! You'll be swept into a world of enchantment BEYOND ANYTHING BEFORE!","20000000","17900000","Adventure|Animation|Comedy|Family|Fantasy|Music"
"214597","Fright Night 2: New Blood","4.5","2013","Get Ready For The Sexiest Fright Night Ever...","8000000",,"Comedy|Horror"
"123377","Pieta","6.2","2012",,"103000","6616296","Drama"
"74387","Goon","6.0","2011","Meet Doug, The Nicest Guy You'll Ever Fight.",,"6483963","Comedy|Sport"
"21474","Bring It On: Fight to the Finish","5.1","2009",,,,"Comedy|Family"
"123553","The Mortal Instruments: City of Bones","6.1","2013","You have been chosen","60000000","95396573","Action|Adventure|Drama|Fantasy|Mystery|Romance"
"7442","Sleeping with the Enemy","6.5","1991","Self-Defense is not murder.","19000000","175000000","Drama|Suspense|Thriller"
"123678","The Act of Killing","7.8","2012","A story of killers who win, and the society they build","1000000","722714","Documentary"
"21481","Twitches","5.3","2005",,"20000000",,"Comedy|Drama|Family|Fantasy|Horror|Kids"
"123","The Lord of the Rings","6.2","1978","J.R.R. Tolkien's The Lord of the Rings","4000000","30500000","Adventure|Animation|Drama"
"7443","Chicken Run","6.1","2000","This ain't no chick flick.","45000000","224834564","Animation|Comedy|Family"
"12400","Redbelt","5.7","2008","There's always a way out. You just have to find it.","7000000",,"Action|Adventure|Drama|Thriller"
"21484","Possession","7.4","1981","Murder. Evil. Infidelity. Madness.",,"1200000","Drama|Horror"
"7445","Brothers","6.3","2009","There are two sides to every family.","26000000","43500000","Drama|Romance|Thriller|War"
"12403","A Perfect Getaway","6.1","2009","Welcome to paradise. Enter at your own risk.","14000000","22852638","Adventure|Mystery|Thriller"
"214","Saw III","6.1","2006","Suffering? You Haven't Seen Anything Yet...","10000000","164876498","Crime|Horror|Thriller"
"12405","Slumdog Millionaire","7.1","2008","What does it take to find a lost love? A. Money B. Luck C. Smarts D. Destiny","15000000","378400000","Drama|Romance"
"74461","Knights of Badassdom","6.3","2014","'Tis about to get medieval up in here.",,"86746","Adventure|Comedy|Fantasy|Horror"
"12412","Miracle at St. Anna","7.0","2008",,"45000000","9323833","Action|Crime|Drama|Thriller|War"
"21519","Project A","6.6","1983","Nonstop Action On The High Seas!",,"18000000","Action|Comedy"
"124157","The Thieves","6.9","2012","All For The Money. One For The Revenge. Every Man For Himself.",,"83519699","Action|Crime"
"74465","We Bought a Zoo","6.3","2011","A True Zoo Story","50000000","120081841","Comedy|Drama|Family"
"12429","Ponyo","7.3","2008","Welcome To A World Where Anything Is Possible.","34000000","202404009","Adventure|Animation|Family"
"215211","Grace of Monaco","6.3","2014",,"30000000","26576000","Drama|Romance"
"7446","Tropic Thunder","6.2","2008","The movie they think they're making... isn't a movie anymore.","92000000","195702811","Action|Comedy"
"12435","The Nanny Diaries","6.3","2007","A comedy about life at the top, as seen from the bottom.","20000000","47817020","Comedy|Drama|Romance"
"21539","The Preacher's Wife","6.5","1996","They needed help. What they got was a miracle.","40000000","48100000","Comedy|Drama|Family|Fantasy|Romance|Science Fiction"
"12437","Underworld: Rise of the Lycans","6.1","2009","Every war has a beginning.","35000000","92158961","Action|Adventure|Fantasy|Science Fiction|Thriller"
"74471","The Dead","5.8","2010","The feeding begins.",,,"Action|Horror|Science Fiction|Thriller"
"12444","Harry Potter and the Deathly Hallows: Part 1","7.0","2010","One Way… One Fate… One Hero.","250000000","954305868","Adventure|Family|Fantasy"
"2155","Reindeer Games","5.4","2000","The trap is set. The game is on.","42000000","32168970","Action|Crime|Drama|Thriller"
"744","Top Gun","6.4","1986","Up there with the best of the best.","15000000","356830601","Action|Romance|War"
"124459","The Incredible Burt Wonderstone","5.2","2013","Abracatastic!","30000000","27437881","Comedy"
"21575","A Prophet","7.6","2009",,"13000000","17873691","Crime|Drama"
"12445","Harry Potter and the Deathly Hallows: Part 2","7.3","2011","It all ends here.","125000000","1341511219","Adventure|Family|Fantasy"
"74505","Lovely Molly","5.0","2012",,"1000000","18463","Horror|Thriller"
"124461","A Glimpse Inside the Mind of Charles Swan III","5.0","2012","Reality Is Overrated",,"210565","Comedy"
"215776","Madras Cafe","7.5","2013",,"5400000","6500000","Thriller"
"7450","Titan A.E.","6.5","2000","When Earth Ends, The Adventure Begins.","75000000","36754634","Action|Adventure|Animation|Family|Science Fiction"
"12448","The Hunchback of Notre Dame II","6.0","2002","An All New Movie",,,"Adventure|Animation|Family|Romance"
"2157","Lost in Space","5.2","1998","Danger, Will Robinson!","80000000","136159423","Adventure|Animation|Science Fiction"
"74510","Kevin Hart: Laugh at My Pain","7.4","2011","Alright! Alright! Alright!",,"7706436","Comedy|Documentary"
"1245","The Remains of the Day","7.5","1993",,"11500000","23200000","Drama|Romance"
"1246","Rocky Balboa","6.4","2006","Never give up. And never stop believing.","24000000","155900000","Drama"
