id,name,birthyear,deathyear
37764,Jacques Spiesser,1947,
37769,Tanit Phoenix,1980,
3776,Jean-Luc Godard,1930,
37777,Hardy Krüger,1928,
37822,Peter Dobson,1964,
37823,Sonny Shroyer,1935,
37825,Afemo Omilami,1950,
3783,Brigitte Bardot,1934,
3784,Michel Piccoli,1925,
37852,George Hickenlooper,1963,2010
378552,Cristiana Réali,1965,
3785,Jack Palance,1919,2006
37891,Simon Jones,1950,
37892,Judy Loe,1947,
37894,Mark Holmes,1984,
378,Jonathan Pryce,1947,
37917,Kristen Stewart,1990,
37918,Inés Sastre,1973,
37919,Stanislas Merhar,1971,
37920,Julie Depardieu,1973,
37921,Constanze Engelbrecht,1955,2000
37924,Naike Rivelli,1974,
37932,F. Gary Gray,1969,
37934,André Benjamin,1975,
37935,Steven Tyler,1948,
37936,Christina Milian,1981,
37939,Yeom Jeong-Ah,1972,
37940,Im Soo-jung,1979,
37941,Geun-Young Moon,1987,
37946,Aitana Sánchez-Gijón,1968,
37947,Lawrence Gilliard Jr.,1971,
37948,Brad Anderson,,
3796,Michael Gough,1916,2011
37979,Emily Holmes,1977,
37982,Agata Buzek,1976,
37983,Natalie Press,1980,
3798,Pat Hingle,1924,2009
37992,Pierre Bertin,1891,1984
37995,Bo Derek,1956,
3799,Billy Dee Williams,1937,
38007,Just Jaeckin,1940,
3800,Jerry Hall,1956,
3801,Tracey Walter,1947,
38023,Michael Patrick King,1954,
38024,Cynthia Nixon,1966,
38025,Kristin Davis,1965,
38026,Chris Noth,1954,
3802,Lee Wallace,1930,
38053,Heinz Reincke,1925,2011
38085,Michael O'Keefe,1955,
3809,Francesca Neri,1964,
380,Robert De Niro,1943,
3810,Javier Bardem,1969,
38115,Jean Valmont,1936,
38127,Erland Josephson,1923,2012
38129,Robert Fuller,1933,
38131,Sergey Bondarchuk,1920,1994
3813,Álex Angulo,1953,
38160,Patti D'Arbanville,1951,
38162,Barry Brown,1951,1978
38170,Hugues Quester,1948,
38171,Reinhard Kolldehoff,1914,1995
381,Katherine Helmond,1928,
38225,Cher,1946,
38226,Caroline McWilliams,1945,2010
3822,Ángela Molina,1955,
38272,Gary L. Stevens,1963,
38280,Tang Wei,1979,
3828,Sophie Allet-Coche,,
3829,Jean-Paul Belmondo,1933,
382,Bob Hoskins,1942,2014
3830,Jean Seberg,1938,1979
3831,Jean-Pierre Melville,1917,1973
38331,Edward Atterton,1962,
38333,Ana Ortiz,1971,
38334,Jennifer Coolidge,1961,
38337,George Hearn,1934,
38339,Paul Ronan,1965,
3833,Van Doude,1926,
38341,Bulle Ogier,1939,
38358,Donald Houston,1923,1991
3836,Roger Hanin,1925,
38371,Anna Thalbach,1973,
38389,Didier Pain,1947,
383,Michael Palin,1943,
38405,John Corbett,1961,
38406,Paris Hilton,1981,
3840,Anna Maria Mühe,1985,
3841,Samuel Finzi,1966,
38425,Amber Valletta,1974,
38459,Karl Markovics,1963,
38477,Andreas Borcherding,1957,
38486,Michael Brandner,1951,
3849,Tage Danielsson,1928,1985
38500,Bernard-Pierre Donnadieu,1949,2010
38507,Francis Veber,1937,
38526,Rémy Girard,1950,
38529,Yves Jacques,1956,
3853,Börje Ahlstedt,1939,
3854,Lena Nyman,1944,2011
38559,Christopher Lambert,1957,
3855,Per Oscarsson,1927,2010
38560,Lou Diamond Phillips,1962,
38561,Kelly Brook,1979,
38567,Donald Burda,1959,
38570,Ken Jenkins,1940,
38571,John Beasley,1943,
38572,Gavin Grazer,1961,
3857,Allan Edwall,1924,1997
38581,Rachael Leigh Cook,1979,
38582,David Krumholtz,1978,
38583,Ivan Sergei,1971,
385,Ian Richardson,1934,2007
38609,Thomas Sarbacher,1961,
38622,Torsten Michaelis,1961,
38624,Reiner Schöne,1942,
38664,Sullivan Stapleton,1977,
38665,Max Cullen,1940,
38666,Tania Raymonde,1988,
38670,Camilla Belle,1986,
38673,Channing Tatum,1980,
38674,Aisha Tyler,1970,
38689,John Flynn,1932,2007
38692,Paul Hoen,,
386,Peter Vaughan,1923,
38703,Kay Panabaker,1990,
38709,Tom Virtue,1957,
387183,Sarah Smyth,1982,
38719,Ottfried Fischer,1953,
38720,Nina Proll,1974,
3872,Daniel Brühl,1978,
3874,Patrick Joswig,1975,
38761,Stuart Whitman,1928,
38773,Max Riemelt,1984,
387961,Madame Spivy,1906,1971
387,Kim Greist,1958,
38803,Roman Coppola,1965,
38809,Camilla Rutherford,1976,
388114,Austin St. John,1975,
38832,Thomas Gottschalk,1950,
388490,Geoffrey Steele,1914,1987
38863,Alice Taglioni,1976,
38865,Salim Kechiouche,1979,
38888,Seth Gabel,1981,
388960,Nick Stewart,1910,2000
38898,Jean-Luc Bideau,1940,
38899,László Szabó,1936,
388,Jim Broadbent,1949,
38915,Serge Marquand,1930,
3893,David S. Goyer,1965,
38940,Evan Rachel Wood,1987,
38941,Jim Sturgess,1978,
38942,Dana Fuchs,1978,
38945,Spencer Liff,1985,
3894,Christian Bale,1974,
38951,Reg E. Cathey,1958,
3895,Michael Caine,1933,
3896,Liam Neeson,1952,
3897,Katie Holmes,1978,
3899,Ken Watanabe,1959,
389,Alison Eastwood,1972,
39001,Rosalie Crutchley,1920,1997
39002,Freda Jackson,1909,1990
39008,Claudio Brook,1927,1995
3900,Linus Roache,1964,
39012,Peter Bogdanovich,1939,
39015,Eileen Brennan,1932,2013
3901,Richard Brake,1964,
39027,Jenny Runacre,1943,
3902,Sara Stewart,1966,
39036,Vladek Sheybal,1923,1992
39043,Gerlinde Locker,1938,
3905,William H. Macy,1950,
39065,Alan Badel,1923,1982
39066,James Villiers,1930,1998
3906,Kristin Rudrüd,1955,
3907,Harve Presnell,1933,2009
3908,Tony Denman,1979,
39098,Henri Virlojeux,1924,1995
39104,Abel Ferrara,1951,
3910,Frances McDormand,1957,
39112,Billy Wirth,1962,
39113,Christine Elise,1965,
39117,Meg Tilly,1960,
3911,John Carroll Lynch,1963,
39121,Moby,1965,
39125,Will Sasso,1975,
39126,Bai Ling,1966,
39138,Jean Girault,1924,1982
39151,Marino Masé,1939,
39165,Enzo Fiermonte,1908,1993
39171,Andrea Bogart,1977,
39185,Kevin Eldon,1960,
39186,Karl Johnson,1948,
39187,Olivia Colman,1974,
39188,Edward Woodward,1930,2009
39189,Stephen Merchant,1974,
39193,Gérard Séty,1922,1998
39213,Keir O'Donnell,1978,
39251,Dominique Horwitz,1957,
392547,Thuy Trang,1973,2001
39256,Ji-Eun Lim,1975,
392685,Lee Trevino,1939,
3926,Albert Finney,1936,
39280,Jochen Busse,1941,
39298,Margarethe von Trotta,1942,
3932,Julia Jentsch,1978,
39334,Yves Barsacq,1931,
3933,Stipe Erceg,1974,
39349,Alain Libolt,1943,
3934,Burghart Klaußner,1949,
39350,Anémone,1950,
39353,Kyle Labine,1983,
3936,Petra Zieser,1957,
39388,Amy Ryan,1969,
39389,Titus Welliver,1961,
39390,Michael K. Williams,1966,
39391,Edi Gathegi,1979,
39393,Renée Houston,1902,1980
3939,Oliver Bröcker,1977,
39430,Don Hood,1940,2003
39443,Jacques Rispal,1923,1986
39459,Hayley Atwell,1982,
39464,Tamara Taylor,1970,
3947,Frances Dade,1910,1968
39481,Jordana Spiro,1977,
39491,Olga Georges-Picot,1940,1997
3950,Len Wiseman,1973,
39516,Nick Cave,1957,
39518,Brooklynn Proulx,1999,
39520,Garret Dillahunt,1964,
39554,Jennifer Jones,1919,2009
39568,Dey Young,1955,
39574,Deborah Shelton,1948,
39596,Tricia Vessey,1972,
39597,Damon Whitaker,1970,
39601,Howard Keel,1919,2004
39608,John Derek,1926,1998
39645,Francis Blanche,1919,1974
3964,Patrick Tatopoulos,,
39654,Sylvia Earle,1935,
39658,Sally Hawkins,1976,
39659,Burn Gorman,1974,
39660,Tamer Hassan,1968,
3967,Kate Beckinsale,1973,
3968,Michael Sheen,1969,
39690,Marcel Marceau,1923,2007
3969,Shane Brolly,1970,
39709,Kate Reid,1930,1993
3970,Erwin Leder,1951,
3971,Sophia Myles,1980,
39728,Jackson Bond,1996,
3972,Wentworth Miller,1972,
39730,Susan Floyd,1968,
39741,Michael Hordern,1911,1995
39743,Henry Levin,1909,1980
3974,Miloš Forman,1932,
39753,Hugh O'Brian,1923,
39754,Daliah Lavi,1942,
39757,Fabian,1942,
39762,Stefanie Powers,1942,
39770,Adam Roarke,1937,1996
39774,Bill Thurman,1920,1995
39779,Peter Collinson,1936,1980
3977,Joe Morton,1947,
39780,Frank Stallone,1950,
39782,Paul L. Smith,1939,
3978,S. Epatha Merkerson,1952,
3979,Castulo Guerra,1945,
39801,Mischa Auer,1905,1967
39802,Queenie Leonard,1905,2002
3980,Danny Cooksey,1975,
39816,Ed Begley,1901,1970
39819,Wayne Wang,1949,
3981,Jenette Goldstein,1960,
39829,Henry O,1927,
3982,Xander Berkeley,1955,
39847,Halina Reijn,1975,
39853,Val Guest,1911,2006
39884,Jacques Frantz,1947,
398,Rosario Flores,1963,
39949,Barrie Ingham,1934,
39950,Tony Britton,1924,
39951,Denis Carey,1909,1986
39952,Maurice Denham,1909,2002
39953,Jean Martin,1922,2009
39954,Donald Sinden,1923,
39955,Eric Porter,1928,1995
39959,Vlad Ivanov,1969,
39960,Alexandru Potocean,1984,
39977,Michael Michele,1966,
39995,Michael Cera,1988,
39996,Sidney Lumet,1924,2011
3999,Tom Hulce,1953,
39,Sam Mendes,1965,
3,Harrison Ford,1942,
40001,Alvy Moore,1921,1997
40008,Ray McAnally,1926,1989
40009,Matt Frewer,1958,
4000,Elizabeth Berridge,1962,
4001,Simon Callow,1949,
4002,Roy Dotrice,1923,
40036,Taraji P. Henson,1970,
40039,Josh Stewart,1977,
4003,Christine Ebersole,1953,
40041,John Alderton,1940,
40043,Niall Buggy,1948,
40046,Frank Gallacher,1943,
4004,Jeffrey Jones,1946,
40050,Tony Russel,1925,
40056,Inger Stevens,1934,1970
400821,Kamar de los Reyes,1967,
400,Geraldine Chaplin,1944,
4012,Spencer Treat Clark,1987,
4014,Paul W.S. Anderson,1965,
40168,Susan Clark,1940,
40173,Robert Morse,1931,
40175,Polly Bergen,1930,
40176,Art Carney,1918,2003
40178,Phil Silvers,1911,1985
40181,Lorne Greene,1915,1987
40191,Sorrell Booke,1930,1994
40202,Robert Preston,1918,1987
40203,Russell Collins,1897,1965
40206,Tony Randall,1920,2004
40207,Clint Walker,1927,
40209,Paul Lynde,1926,1982
40212,Dave Willock,1909,1990
40223,Joe Carnahan,1969,
40230,Kevin Hooks,1958,
40241,Todd Armstrong,1937,1992
40243,Gil Junger,1954,
4024,Steve Reevis,1962,
40250,Paul Dinello,1962,
40256,D.J. Caruso,1965,
40258,Kyle Secor,1957,
40259,Malcolm-Jamal Warner,1970,
40264,Marine Delterme,1970,
40275,Tim Guinee,1962,
40276,Gary Dourdan,1966,
40277,Stuart Blumberg,,
40279,Jenna Elfman,1971,
4027,Frank Darabont,1959,
4029,Bob Gunton,1945,
40305,Stéphane Freiss,1960,
40307,John Maybury,1958,
4030,Martin Klebba,1969,
40310,Anne Lambton,1954,
403150,Sten Ardenstam,1921,1993
4031,Greg Ellis,1968,
40325,Megumi Hayashibara,1967,
40327,Tōru Furuya,1953,
40328,Kôichi Yamadera,1961,
40330,Toru Emori,1944,
40331,Daisuke Sakaguchi,1973,
40333,Satoshi Kon,1963,2010
40334,Yasutaka Tsutsui,1934,
40345,Don Bluth,1937,
40348,Phillip Glasser,1978,
40351,John P. Finnegan,1926,2012
40352,Will Ryan,1939,
40365,Hartmut Becker,1938,
403760,Alma Lawton,1896,1982
40376,Lymari Nadal,1978,
40377,Roger Guenveur Smith,1959,
4037,Ron Shelton,1945,
40381,Joyce Jameson,1932,1987
40386,Ted Ludzik,1966,
40389,Bernadette Peters,1948,
4038,Susan Sarandon,1946,
40393,Dean Jones,1931,
4039,Trey Wilson,1948,1989
40401,Bert Convy,1933,1991
40403,Dyan Cannon,1937,
4040,Robert Wuhl,1951,
4041,William O'Leary,1957,
40431,Catherine Bach,1954,
40433,Barry Sullivan,1912,1994
4043,Danny Gans,1956,2009
40440,Todd Stephens,,
40449,Mitsunori Isaki,1977,
40451,Akio Ôtsuka,1959,
40452,Daijiro Harada,1944,
40453,Haruko Kato,1922,
40462,Kristen Bell,1980,
40477,Chris O'Dowd,1979,
40481,Luis Guzmán,1956,
404,Melora Hardin,1967,
40506,Ulrich Seidl,1952,
40508,James Cox,,
4051,Jenny Robertson,1963,
40525,Maria Hofstätter,1964,
40530,Johnny Sekka,1934,2006
40541,Andrea Di Stefano,1972,
40542,Hector Babenco,1946,
40543,John Ortiz,1968,
40549,Daniel Petrie,1920,2004
40551,Stephen Young,1931,
40595,Mike Henry,1964,
40618,Eileen Heckart,1919,2001
406191,Jade Ramsey,1988,
40620,Kurt Kasznar,1913,1979
40621,Kristine DeBell,1954,
40634,Florian Panzner,1976,
40638,Guy Henry,1960,
4065,Fred Zinnemann,1907,1997
40667,Greg Donaldson,1973,
40680,Julie Brown,1958,
4068,Gary Cooper,1901,1961
4069,Katy Jurado,1924,2002
4070,Grace Kelly,1929,1982
4071,Otto Kruger,1885,1974
4072,"Lon Chaney, Jr.",1906,1973
4073,Harry Morgan,1915,2011
4074,Ian MacDonald,1914,1978
4075,Eve McVeagh,1919,1997
4076,Morgan Farley,1898,1988
4077,Harry Shannon,1890,1964
4078,Lee Van Cleef,1925,1989
4080,Sheb Wooley,1921,2003
4081,Stanley Kramer,1913,2001
40863,Joe Swanberg,1981,
408,James Keach,1947,
40900,Mark Rylance,1960,
4090,Shirley MacLaine,1934,
4091,Fred MacMurray,1908,1991
40922,Steve Carlson,1955,
40938,Romane Bohringer,1973,
4093,Ray Walston,1914,2001
40942,Barbara Windsor,1937,
40943,Bernard Cribbins,1928,
40945,Jim Dale,1935,
4094,Jack Kruschen,1922,2002
40954,Maria Schell,1926,2005
4095,David Lewis,1976,
40966,Elsie Randolph,1904,1982
4096,Naomi Stevens,1926,
40978,Larisa Oleynik,1981,
40979,Andrew Keegan,1979,
4097,Hope Holiday,1938,
40980,Susan May Pratt,1974,
40981,Kyle Cease,1977,
4098,Edie Adams,1927,2008
4099,Johnny Seven,1926,2010
40,Orson Welles,1915,1985
41029,Bernard Campan,1958,
41035,Édouard Baer,1966,
41039,Judd Apatow,1967,
41041,Christopher Smith,1970,
41042,Danny Dyer,1977,
41043,Tim McInnerny,1956,
41087,Leslie Mann,1972,
41088,Jason Segel,1980,
41089,Martin Starr,1982,
41091,Kristen Wiig,1973,
4109,Michael Curtiz,1886,1962
4110,Humphrey Bogart,1899,1957
4111,Ingrid Bergman,1915,1982
41125,Eric Allan Kramer,1962,
41127,Laura Gemser,1950,
4112,Paul Henreid,1908,1992
4113,Claude Rains,1889,1967
4114,Sydney Greenstreet,1879,1954
41153,Ugo Bologna,1917,1998
4117,Dooley Wilson,1894,1953
4118,Joy Page,1924,2008
4119,John Qualen,1899,1987
4120,Leonid Kinskey,1903,1998
41217,Tom Bosley,1927,2010
41218,Edward Albert,1951,2006
41219,Christine Belford,1949,
4121,Marcel Dalio,1900,1983
41220,James Coco,1930,1987
41224,Jack O'Halloran,1943,
41226,Cyd Charisse,1921,2008
41227,Anne Lockhart,1953,
41229,Meg Foster,1948,
4122,Helmut Dantine,1918,1982
41230,John Astin,1930,
41231,John Ericson,1926,
41234,Judy Geeson,1948,
41236,Ron Moody,1924,
41237,Fernando Allende,1952,
41240,Yvonne De Carlo,1922,2007
41243,Paul Benedict,1938,2008
41246,Lee Purcell,1947,
41247,Len Cariou,1939,
41249,Tess Harper,1950,
41250,Dick Sargent,1930,1994
41251,Sheree North,1932,2005
41253,David Knell,1961,
41256,Art Hindle,1948,
41258,Jennifer Salt,1944,
41262,Don Calfa,1939,
41266,Mark Lindsay Chapman,1954,
41269,John Beck,1943,
41274,Stephen Macht,1942,
41275,Blake Gibbons,1961,
41279,Gregory Walcott,1928,
41280,Steve Kanaly,1946,
41283,Geraldine Page,1924,1987
41284,Lelia Goldoni,1936,
41285,Kirsten Sheridan,1976,
41292,Keri Russell,1976,
41293,Marian Seldes,1928,
41295,Leon G. Thomas III,1993,
41296,Aaron Staton,1980,
41297,Alex O'Loughlin,1976,
41308,Bobby Coleman,1997,
4133,Giuseppe Andrews,1979,
41345,Ashley Eckstein,1981,
41350,Ken Kercheval,1935,
4135,Robert Redford,1937,
41378,Kerry Conran,1964,
41379,Omid Djalili,1965,
41381,Sadie Frost,1965,
4138,Craig Sheffer,1960,
4139,Tom Skerritt,1933,
41406,Stuart Margolin,1940,
41419,Hugh Laurie,1959,
41420,Lisa Edelstein,1966,
41421,Jennifer Morrison,1979,
41422,Jesse Spencer,1979,
41434,Alana Husband,1984,
41436,Andrew Airlie,1961,
41464,Scott Mechlowicz,1981,
41465,Robin Thomas Grossman,1949,
41504,Alexis Thorpe,1980,
41505,Faith Prince,1957,
41516,Maureen O'Sullivan,1911,1998
41517,Christian Clemenson,1958,
41526,Patrick Timsit,1959,
41528,Franck de la Personne,1963,
41529,Romina Mondello,1974,
41530,Nick Love,1969,
41549,Andrew Fleming,1965,
4154,Brenda Blethyn,1946,
41550,Andrew Bergman,1945,
41555,Melissa Sagemiller,1974,
41556,Omari Hardwick,1974,
41557,Ever Carradine,1974,
41558,Hedy Burress,1973,
41561,Kenneth Choi,1971,
41565,Nate Torrence,1977,
4156,Stephen Shellen,1957,
4160,Helen Shaver,1951,
4162,Audra Lindley,1918,1997
41640,Tovah Feldshuh,1952,
41644,Assi Dayan,1945,
41645,Clara Khoury,1976,
4165,John Wayne,1907,1979
41662,Lindsay Sloane,1977,
4166,Isabelle Carré,1971,
41670,Rebecca Miller,1962,
41671,Nimród Antal,1973,
41686,Neil Patrick Harris,1973,
41687,Patrick Muldoon,1968,
41688,Seth Gilliam,1968,
41689,Rue McClanahan,1934,2010
41690,Blake Lindsley,1973,
41694,Roger Ebert,1942,2013
41699,Uschi Digard,1948,
4169,Dave Chappelle,1973,
41716,Paul Bonifas,1902,1975
41719,Biff Elliot,1923,2012
41720,Jerry Paris,1925,1986
41734,Brian Davies,1938,
41737,Tony Plana,1952,
41739,Robert Harper,1951,
4173,Anthony Hopkins,1937,
41743,Maggie Castle,1983,
41746,Serge Houde,1953,
41749,Johnny Silver,1918,2003
4174,Claire Forlani,1972,
41750,Sheldon Leonard,1907,1997
41755,Brian Donlevy,1901,1972
41757,Aki Aleong,1934,
4175,Jeffrey Tambor,1944,
41779,Monica Vitti,1931,
4177,Jake Weber,1964,
41782,Manu Bennett,1969,
41785,Joel Tobeck,1971,
41798,George Lopez,1961,
417,Ginnifer Goodwin,1978,
41819,Sarah Wynter,1973,
41820,Michelle Forbes,1965,
41877,Muriel Robin,1955,
41878,Pascal Légitimus,1959,
41883,Max Thieriot,1988,
41886,Mark Polish,1970,
41887,Michael Polish,1970,
41894,Zhang Jingchu,1980,
418,Robert Patrick,1958,
41901,Roselyn Sánchez,1973,
4192,David S. Howard,1928,
41949,Serge Nubret,1938,2011
41957,Robert Stephens,1931,1995
41958,Robert Flemyng,1912,1995
41965,Sylvester Groth,1958,
41978,Samantha Phillips,1966,
41985,Tamara Toumanova,1919,1996
41990,Cheyne Collins,1966,
41998,Gordon Jackson,1923,1990
4199,Neal Jones,1960,
419,Tyler Hilton,1983,
42000,Jane Carr,1909,1957
42003,Gail Strickland,1947,
42006,Ned Dowd,1950,
4201,Wayne Knight,1955,
42069,Zoltán Mucsi,1957,
42081,George Butler,,
42082,Robert Fiore,,
42094,Mia Lyhne,1971,
42111,Bryan Spicer,,
42123,Assumpta Serna,1957,
42124,Oleg Vidov,1943,
42133,Nina Siemaszko,1970,
42141,Casey Sander,1956,
42157,Ed Begley Jr.,1949,
42158,Angela Lindvall,1979,
42160,Ariel Winter,1998,
42162,John David Carson,1952,
42165,Martha Hackett,1961,
42168,Nancy Fish,1938,
42171,Jonathan Kaplan,1947,
42174,Kay Lenz,1953,
42175,Richard Stanley,1966,
42186,Laura Johnson,1957,
42191,Kenny Johnson,1963,
42194,Caitlin Dulany,1967,
42198,Tricia O'Neil,1945,
421,Shooter Jennings,1979,
42206,Matt McCoy,1958,
42217,Rik Young,1978,
42262,Glen Ballard,1953,
42274,Nick Hurran,,
42276,Rupert Penry-Jones,1970,
42279,Laura Fraser,1976,
42289,Tyler Steelman,1992,
42290,Shay Duffin,1931,2010
42297,Brooke D'Orsay,1982,
42298,Patricia Place,1924,2008
42307,Peta Wilson,1970,
42309,Tibor Takács,1954,
42317,Scott Lawrence,1963,
42324,Annabelle Gurwitch,1961,
42335,Kathleen Wilhoite,1964,
42362,Eddie Deezen,1958,
42363,Peter Scolari,1955,
42374,Nicki Aycox,1975,
42376,Zahn McClarnon,1966,
42377,Alexondra Lee,1975,
42378,Rob Sitch,1962,
4237,Erykah Badu,1971,
42386,Billy Mitchell,1965,
4238,Common,1972,
42393,Bille Brown,1952,2013
4239,Mos Def,1973,
42407,Clara Calamai,1909,1998
42416,Lamberto Maggiorani,1909,
42417,Enzo Staiola,1939,
42419,Lianella Carell,1927,
42421,Carlo Jachino,1887,
4244,Lauryn Hill,1975,
4247,Tiffany Limos,1980,
424,Dallas Roberts,1970,
4250,Michael Lerner,1941,
42515,Cyia Batten,1972,
4251,John Mahoney,1940,
4252,Tony Shalhoub,1953,
42530,Tobe Sexton,1968,
4253,Jon Polito,1950,
42545,Ron Jeremy,1953,
42547,Jay Acovone,1955,
4254,David Warrilow,1934,1995
42557,John Enos III,1962,
42558,Charlotte Lewis,1967,
4255,Richard Portnow,1947,
42566,Adrian Dunbar,1958,
4256,Christopher Murney,1943,
42570,Don Henderson,1932,1997
42571,Susan Lynch,1971,
4257,I.M. Hobson,1935,2003
4259,Kim Young-min,1971,
42604,John Simm,1970,
42610,Emily Joyce,1969,
42617,Antonia Bird,,
42626,Trent Ford,1979,
42627,James Wilby,1958,
42646,Robbi Chong,1965,
42649,Sofia Shinas,1968,
426570,René Lavan,1968,
42657,Bobbie Phillips,1968,
42694,Tamara Tunie,1959,
426,Larry Bagby,1974,
42705,Justine Waddell,1976,
42706,Nicholas Lea,1962,
42707,Jessica Steen,1965,
42710,Keegan Connor Tracy,1971,
42711,Ty Olsson,1974,
42712,Tony Giglio,,
42715,Amber Smith,1971,
42722,Michael T. Weiss,1962,
4273,Charlotte Gainsbourg,1971,
42740,Christopher Atkins,1961,
42743,Mari Morrow,1974,
42745,Steve Antin,1958,
42746,John Doe,1954,
42747,Misha Collins,1974,
4274,Miou-Miou,1950,
4275,Alain Chabat,1958,
4278,Jean-Michel Bernard,1961,
427978,Brandon Smith,1989,
427,Sandra Ellis Lafferty,1940,
42802,Salman Khan,1965,
42803,Ajay Devgan,1969,
42804,Sanjay Leela Bhansali,1963,
428222,Megan McKinnon,1996,
428406,Börje Mellvig,1911,1998
42841,John Meillon,1934,1989
42846,Umberto Paolo Quintavalle,1926,1997
4286,Emma de Caunes,1976,
42879,Florentine Lahme,1974,
4288,Sacha Bourdo,1962,
4289,Pierre Vaneck,1931,2010
42935,Renée Estevez,1967,
42970,Carolyn Seymour,1947,
429728,Quinn Shephard,1995,
42993,Martin Donovan,1957,
42994,David Dobkin,1969,
42996,Trevor Peacock,1931,
42998,Elizabeth Berrington,1970,
4299,Dean Martin,1917,1995
429,Lucas Till,1990,
42,Lars von Trier,1956,
4300,Ricky Nelson,1940,1985
43019,Patrick Baladi,1971,
4301,Angie Dickinson,1931,
4302,Walter Brennan,1894,1974
4303,Ward Bond,1903,1960
4304,John Russell,1921,1991
43068,Sherrie Rose,1966,
4306,Estelita Rodriguez,1928,1966
4307,Claude Akins,1926,1994
430,Hailey Anne Nelson,1994,
43115,Clement von Franckenstein,1944,
43120,Andy Dick,1965,
43125,Rob Paulsen,1956,
43131,Gerard McSorley,1950,
43135,Fiona Glascott,1982,
43141,Pete Travis,,
4316,"Harry Carey, Jr.",1921,2012
43170,Thomas Huber,1963,
4318,Victor McGuire,1964,
4319,Stacy Peralta,1957,
43202,Antje Traue,1981,
43203,Tisa Farrow,1951,
43222,Michael Grossman,,
43231,Paul Blackthorne,1969,
43232,Valerie Cruz,1976,
43240,Luciano Rossi,1934,2005
43243,Raoul Bhaneja,1974,
43257,Krista Bridges,1968,
43263,Conrad Coates,1970,
43265,Corey Sevier,1984,
43286,Laura Vandervoort,1984,
43292,Steve Byers,1976,
43297,Elizabeth Thai,1979,
43301,Sherry Miller,1950,
4330,Gerry Lopez,1948,
43311,Yannick Bisson,1969,
4334,Kelly Slater,1972,
43364,Dakin Matthews,1940,
43372,Stacy Edwards,1965,
43373,Aaron Himelstein,1985,
43426,Robin Dunne,1976,
43427,Sarah Thompson,1979,
4342,Leopoldine Konstantin,1886,1965
43431,Barclay Hope,1958,
43432,Tane McClure,1958,
43433,Teresa Hill,1969,
4343,Louis Calhern,1895,1956
43442,Kerr Smith,1972,
43443,Kristina Anapau,1979,
43447,Tom Parker,1977,
4344,Reinhold Schünzel,1886,1954
43454,Christian Kahrmann,1972,
43455,Thomas Darchinger,1963,
43464,John Patrick Amedori,1987,
43468,Guy Ferland,1966,
43476,Chloe Webb,1956,
43479,David Conrad,1967,
4347,Frank Sinatra,1915,1998
43504,Holly Sampson,1973,
43513,Graham Baker,,
43526,Sturla Gunnarsson,1951,
4353,Peter Lawford,1923,1984
43544,James Greene,1926,
43547,Nonso Anozie,1979,
43553,Jerzy Skolimowski,1938,
4355,Cesar Romero,1907,1994
4356,Patrice Wymore,1926,
4361,Joey Bishop,1918,2007
43626,Dora Bryan,1923,
43628,Mirella D'Angelo,1956,
43643,Frank Lammers,1972,
43652,Takashi Yamazaki,,
43661,Takeshi Kaneshiro,1973,
43662,Anne Suzuki,1987,
4372,Concha Galán,1963,
43772,Thomas Mills Wood,1963,
43773,Andreas Katsulas,1946,2006
43774,Daniel Roebuck,1963,
43775,Jane Lynch,1960,
43776,Neil Flynn,1960,
43778,Navi Rawat,1977,
43779,Gabrielle Lopes Benites,1994,
437833,Patricia Riggen,1970,
43786,Robert Mandel,,
43798,Peggy Mount,1916,2001
43800,Charles Dennis,1946,
43805,Pamela Stephenson,1949,
43814,Nathalie Delon,1941,
43819,Tom Ewell,1909,1994
43853,Irma P. Hall,1935,
43858,Ryan Hurst,1976,
43859,Diane Delano,1957,
4385,Sergio Leone,1929,1989
4387,François Ozon,1967,
438859,Susan Brown,1946,
43893,Kimberly J. Brown,1984,
43894,Hallee Hirsh,1987,
43902,Erik Palladino,1968,
43903,Carly Pope,1980,
43905,Colleen Wheeler,1967,
4390,Ludivine Sagnier,1979,
4391,Charles Dance,1946,
43927,Dahlia Salem,1971,
43933,Adrien Dorval,1963,
43950,Dena Dietrich,1928,
43954,David Grossman,,
43961,D. C. Douglas,1966,
43976,Rosalind Cash,1938,1995
43993,Christophe Barratier,,
43996,Jean-Baptiste Maunier,1990,
43997,Maxence Perrin,1995,
43998,Jean-Paul Bonnaire,1943,
43,John Fawcett,1968,
440124,Drew Heriot,,
440306,Adhir Kalyan,1983,
44033,Barbara Alyn Woods,1962,
44038,Nancy Allen,1950,
440414,Amy Schumer,1981,
44042,Felton Perry,1945,
44049,Belinda Bauer,1950,
44050,Mario Machado,1935,
44051,Leeza Gibbons,1957,
44052,John Ingle,1928,2012
44054,Roger Aaron Brown,1949,
44055,Gabriel Damon,1976,
44056,Fred Dekker,1959,
44058,Remy Ryan,1984,
44059,Jodi Long,1954,
44060,John Posey,1956,
44070,Enki Bilal,1951,
440763,Greg Richardson,,
44078,Linda Hardy,1973,
44079,Charlotte Rampling,1946,
440902,Steve Morris,1959,
44101,David Fraser,1963,
44104,Milena Vukotic,1938,
44113,Steve Hickner,,
44114,Simon J. Smith,,
44127,Larry King,1933,
44130,Paul Lynch,1946,
44132,Mario Philip Azzopardi,,
44150,Blu Mankuma,1948,
